Name of State,Name of District,Recharge from rainfall During Monsoon Season,Recharge from other sources During Monsoon Season,Recharge from rainfall During Non Monsoon Season,Recharge from other sources During Non Monsoon Season,Total Annual Ground Water Recharge,Total Natural Discharges,Annual Extractable Ground Water Resource,Current Annual Ground Water Extraction For Irrigation,Current Annual Ground Water Extraction For Domestic & Industrial Use,Total Current Annual Ground Water Extraction,Annual GW Allocation for Domestic Use as on 2025,Net Ground Water Availability for future use,Stage of Ground Water Extraction (%),Date,Stage of Ground Water Extraction
State_12,District_38,105.0434119,83.33762074,23.955603,12.40980017,106.2274096,23.7220693,249.0714207,133.7483994,41.08095801,104.5786734,41.51763683,60.86842206,126.5324938,05-06-2011,Overexploited
State_3,District_34,101.5340712,67.67910737,30.86397584,27.77006677,328.2657933,36.67743941,195.7669211,30.75597945,99.19508579,62.31995999,19.11372752,39.94016587,118.9805265,16-04-2011,Overexploited
State_1,District_17,142.5733675,28.10079317,41.77942535,18.68537101,112.8218818,14.10116793,290.0545181,138.9608333,19.17572946,151.4753819,29.60887899,64.50098155,148.4367917,10-06-2010,Overexploited
State_1,District_37,116.3614905,87.77115918,45.37506188,23.34763443,359.3957064,10.47671932,215.0839576,58.13532147,46.41805256,195.6197457,24.33157854,39.54050105,21.05100795,16-10-2010,Safe
State_8,District_25,174.779467,62.48682759,23.7912568,13.663969,135.5981843,15.5876949,180.6773635,83.79026497,15.62027781,92.03985759,43.11314428,81.7795681,76.87362731,06-12-2010,Critical
State_10,District_76,150.4403924,87.33786894,28.47373925,15.19289427,151.5629536,38.62943706,55.89799195,77.01948667,83.89705258,78.13475735,10.90417757,56.78409606,53.28578323,17-05-2011,Safe
State_11,District_87,60.48974086,66.4177215,26.58064259,8.139139466,242.9579412,48.91174807,153.4332244,118.8405146,18.31112551,144.8256921,19.7537092,4.197050341,35.58614033,16-04-2010,Safe
State_12,District_86,146.0252336,64.77507559,10.53004134,9.282373946,321.3641246,49.32258798,124.8121048,74.64333023,70.66066208,64.17552655,16.10296897,17.67568674,138.4969927,20-04-2011,Overexploited
State_13,District_85,90.67211548,28.42073482,21.83771555,25.68391387,141.7006616,29.75916597,237.026417,142.6619089,15.08350816,176.6549451,44.36756155,86.4993973,149.7350686,23-08-2011,Overexploited
State_12,District_27,138.9217987,33.38877865,28.36756935,19.62096579,232.0213225,44.77409204,102.0694188,137.3294047,70.5569534,163.1755981,28.70175399,56.28998264,43.47750703,08-04-2011,Safe
State_14,District_57,152.0197897,97.76202052,26.44374436,13.43831165,244.8553823,39.47305823,101.3050218,133.3809498,85.87332522,49.15805091,26.16880176,95.03434765,24.99634106,28-04-2011,Safe
State_2,District_31,84.62437837,38.27893974,38.8771691,25.07128022,163.6856925,30.04160948,97.37976081,29.26358324,45.89393742,38.03448346,27.97931048,7.242231286,55.7570782,05-12-2011,Safe
State_19,District_6,118.5287967,98.19616944,25.39214469,11.16299764,134.667513,32.91042132,81.40390329,131.053548,56.99138441,166.4635036,48.87698203,29.52606301,128.5320493,02-06-2010,Overexploited
State_18,District_91,78.54872942,62.55301652,29.57505796,29.40081747,350.9262769,15.48908586,127.7517509,121.6126079,46.13875642,94.74463028,44.01069577,19.35433732,58.20571082,11-10-2011,Safe
State_3,District_40,57.85083137,30.86312377,27.18434369,13.62044019,250.7396949,47.50645842,271.4805286,33.45668311,37.04398828,49.0180657,38.25475087,55.38402922,27.39719246,29-05-2010,Safe
State_17,District_98,106.7714635,27.94417622,39.62504596,13.43277385,104.3143708,24.07719083,243.7321181,33.96386231,82.29370606,197.0743151,21.61915837,38.27928311,26.82398391,07-07-2010,Safe
State_8,District_12,104.4416408,36.70912566,44.51889596,12.79779764,340.8943904,27.84597026,233.8128041,33.1512955,34.48023164,99.08968066,16.60691998,15.72735341,75.56496431,15-10-2011,Critical
State_10,District_53,199.3220736,94.0509864,31.27556316,8.052787898,394.2381416,36.86640924,249.3342014,21.47323712,75.0649082,131.1119009,46.85734516,64.2751914,141.137344,11-05-2010,Overexploited
State_2,District_71,116.9528527,53.13201795,41.57728777,7.778428683,281.7778586,23.35609886,117.3544723,91.32245968,28.55773713,82.09884404,26.92302091,53.62983658,57.16965741,28-03-2011,Safe
State_19,District_10,100.0354324,51.63474144,21.87146728,21.20262586,251.1125161,20.17036644,271.8604227,146.5412579,32.48684165,168.0097572,21.15023198,27.47362513,75.53049849,31-05-2011,Critical
State_9,District_45,137.071251,45.05650089,31.65478441,26.87795111,363.5247589,35.24197573,84.32584379,77.02901138,40.28150463,96.32745138,28.83683306,47.97713578,33.2513947,06-05-2011,Safe
State_7,District_17,63.31510912,31.76494805,23.80919815,24.76301276,385.7550369,10.99936329,134.0864317,90.29847525,63.02407397,242.9646115,46.71389691,74.5738315,84.16446312,21-04-2011,Critical
State_4,District_26,194.2498604,59.02809578,26.56803702,8.527689851,326.3610748,38.82900448,196.6870297,145.8360736,50.89800872,184.6484607,25.48269254,20.52716746,110.5511184,20-09-2010,Overexploited
State_18,District_85,145.2440068,30.4038226,39.29655459,18.63955304,233.6358789,30.5609348,75.72627209,53.17368974,77.06303288,60.0789008,32.50563989,29.29057467,55.24954695,22-06-2011,Safe
State_13,District_92,163.225673,86.83841891,45.26649929,7.639788649,277.6664198,34.23014922,232.5325469,131.6011328,29.22105703,121.6728647,42.11865204,34.61109871,58.57247011,04-04-2011,Safe
State_11,District_62,75.57169073,49.6317589,14.85981564,6.13236609,310.2806095,35.27520637,146.8115121,91.03076074,10.96050591,114.7926419,27.08530124,74.67264372,129.4567533,20-06-2011,Overexploited
State_4,District_46,111.421678,49.98428542,35.38557026,21.40964648,158.2820713,31.08200626,246.1014164,94.03194691,79.89017246,147.5343644,19.34167208,84.69225996,21.34728391,29-09-2011,Safe
State_4,District_64,113.403367,57.92051428,33.2857523,18.37880834,234.1603097,33.3013511,173.2240714,64.61260144,83.94844005,215.2247484,49.78102994,37.63884964,102.7411921,15-11-2011,Overexploited
State_10,District_2,173.2709666,55.53021705,14.73660157,7.05059213,348.9463794,37.35152804,95.21863111,93.00596693,15.35321468,158.3528433,48.2628343,29.66208618,71.20500254,22-10-2010,Critical
State_5,District_54,50.18550196,99.58863784,18.47577322,5.87348116,296.4176045,40.12475389,233.6904528,29.50852623,64.98167699,43.54246907,43.73916677,88.94467584,58.78946676,11-03-2011,Safe
State_9,District_65,95.12796625,63.6304897,22.44009979,29.74391034,223.3612202,39.09809565,113.035989,119.4036644,44.03861055,174.1914533,37.53495518,99.93649322,105.4871982,02-10-2010,Overexploited
State_3,District_51,197.1854562,27.0561363,16.67724283,5.750533304,299.0087602,44.78465831,172.7025753,57.009409,81.45060897,31.81836555,21.79462512,67.03536397,128.5069078,11-08-2011,Overexploited
State_17,District_53,121.2329815,68.55018733,19.7491793,16.11320633,135.4667236,17.57773733,68.88331729,135.3890828,88.69730988,201.5913013,46.53651753,98.9980615,92.59097512,04-11-2010,Critical
State_3,District_36,107.378942,32.12674343,20.70403195,17.61547562,220.4492832,26.04591878,204.4666636,67.8205903,86.59033901,176.6599359,21.0222668,65.99662778,24.04230085,27-12-2011,Safe
State_16,District_26,67.9743503,22.47501158,23.42695332,7.932003695,337.9385614,47.91184264,216.4644416,38.56713436,79.94838226,97.93284484,42.03237979,73.3460272,79.98215481,11-01-2011,Critical
State_4,District_29,196.1246943,97.65937229,39.97561811,9.226544461,166.1526361,25.86362298,144.6685525,110.4646047,34.21470059,94.33719701,46.73032672,38.86560015,80.15879232,07-06-2010,Critical
State_18,District_21,53.00395339,81.88311132,32.87648815,13.79512516,155.7884523,14.99480308,288.6056951,41.39515881,83.07006792,205.6200592,34.12015362,43.2967547,90.69380432,23-07-2010,Critical
State_17,District_11,160.5770338,98.40871939,49.44986688,24.04189691,385.245598,31.01780505,268.5422304,117.978467,58.01306283,202.3340722,42.12224872,14.4135664,107.2246571,23-10-2011,Overexploited
State_7,District_40,165.2899707,58.23027584,26.58943308,17.6770606,162.9692889,14.3796389,226.9852289,145.8545907,14.74809533,107.506518,41.66780397,82.27500148,22.51139246,16-03-2010,Safe
State_5,District_11,86.54850741,62.58060249,40.15460295,20.94754686,178.2755739,18.11412955,228.4130186,121.3418729,51.12449649,95.76850018,17.72631004,93.10590309,85.26164117,15-01-2011,Critical
State_12,District_36,150.7337665,33.46695647,44.85873686,29.62936388,390.8847817,49.93275026,113.1004287,22.9184023,94.79421253,153.1614536,36.71697894,62.34381337,96.48001002,31-10-2010,Critical
State_17,District_59,63.93937166,39.75259413,37.15913972,24.20013588,320.4125711,31.65450554,214.2038078,97.98515245,89.90734148,31.8404452,13.73871748,34.36473084,64.63594023,03-03-2010,Safe
State_13,District_39,88.55708996,87.08393719,26.47458962,15.85903745,309.8789599,21.36233556,99.55156631,110.4033872,19.20378529,48.18674836,30.31400573,15.40163254,106.8874795,24-07-2011,Overexploited
State_3,District_99,168.1852982,48.49485177,40.14378523,16.16104804,355.8779152,49.79099818,86.00080598,127.3095824,76.97140171,57.75730983,16.48942193,26.51562297,49.66310323,18-04-2010,Safe
State_9,District_54,179.7029288,86.1451979,18.14668551,20.46930193,134.7469247,48.66235674,299.8669736,27.28030016,82.52135794,70.79059992,26.65397995,25.54104209,61.2584033,06-07-2010,Safe
State_17,District_98,141.2729619,76.72109794,23.10208661,21.63413021,311.786871,27.62956164,205.5939829,82.41401763,34.42493694,142.6439879,43.31928299,61.35278842,145.1581952,17-08-2010,Overexploited
State_17,District_55,126.0257648,34.17367402,31.8674102,17.51777315,251.1065828,20.41612435,157.7469682,89.59821344,52.44477137,248.2932213,49.48671359,94.50374654,65.24914821,17-02-2010,Safe
State_20,District_24,73.89560309,60.59570929,33.01637549,21.12153057,348.7451921,43.53598552,122.0411307,41.98623214,73.98891473,173.5749484,22.71839327,4.827188696,65.04511536,25-09-2010,Safe
State_16,District_22,59.46635496,74.19098572,10.88565902,5.58831236,252.4425156,38.62482868,200.9801109,61.91847526,49.51373399,43.48573478,31.27822795,0.102229959,97.43848266,28-12-2011,Critical
State_13,District_69,67.64735427,38.80297718,47.80456755,15.7405716,286.0724063,37.4776574,62.39837706,77.22882441,20.1517227,145.6274623,30.45192097,60.01819443,146.2267929,11-09-2010,Overexploited
State_19,District_56,84.10359501,86.45508084,37.86509085,11.9734519,243.3226379,45.72454965,73.67024763,128.3172594,73.52942002,139.2619467,48.17606039,28.40604621,147.800458,28-03-2010,Overexploited
State_17,District_33,101.2511753,63.5862126,29.82815001,8.229361131,243.4476771,37.57668535,58.21417444,140.8229836,92.04748208,61.71691948,29.1433493,88.05483423,95.35553528,30-06-2010,Critical
State_4,District_36,107.1364288,33.21936404,47.32508938,7.48866282,330.3909934,21.35191772,174.7924583,101.6949678,68.72362556,232.4599211,37.96424822,32.72503079,20.14131257,25-01-2010,Safe
State_12,District_20,101.9482653,66.63875409,27.56382261,20.07980414,288.5699202,37.75452648,200.1516573,71.34287418,79.64206737,126.9683545,46.87156932,28.97376005,137.0853516,23-01-2011,Overexploited
State_9,District_83,85.85829983,99.97710433,49.21742281,18.09001368,289.9789605,22.23254045,65.61994034,53.02403231,42.25262821,248.8030109,24.93514238,26.95106212,94.1309354,10-08-2010,Critical
State_19,District_99,126.458637,32.04171933,30.49139029,11.33960292,235.0847451,40.36955919,230.3061169,147.677574,26.48784206,122.415905,46.08488953,14.48528273,67.57953308,01-02-2011,Safe
State_12,District_81,173.7929162,85.34055441,14.5714308,16.77375147,259.3328489,34.78991418,107.5987679,147.7925997,67.84962955,163.7506946,46.69824888,58.15304743,127.7953683,26-05-2011,Overexploited
State_9,District_62,91.95553077,36.58472026,40.5920389,17.30580788,323.7152999,13.09646208,221.3003634,140.2470033,39.49940853,53.04775802,47.22650016,16.82136023,71.97821972,15-07-2011,Critical
State_7,District_98,191.3580529,82.59106636,37.155909,9.875224511,347.7822757,30.5134145,295.474285,122.1369895,87.40661671,129.9301212,20.81784742,42.46311598,24.42578581,16-03-2011,Safe
State_14,District_73,181.0004993,78.76623385,40.91946885,21.30232655,308.9684206,23.73203877,222.7764675,62.35134069,21.0365245,82.52849668,26.01422377,46.09720523,126.739389,24-06-2010,Overexploited
State_20,District_26,74.2646317,44.03915085,48.05768115,24.52298391,377.2218967,23.14282531,270.7982632,126.2100629,49.01173298,213.8242557,44.81583633,2.049204688,90.96172213,07-11-2010,Critical
State_19,District_66,167.9413935,46.06584941,41.05957211,24.78658852,346.0972264,34.0902521,287.0496267,73.14309225,45.70548404,202.4623087,24.36647297,1.680727982,63.95865997,01-10-2010,Safe
State_15,District_73,136.1881073,83.40171136,34.45346409,20.06174577,268.5591369,22.89299298,171.6877621,62.48050276,94.42484682,211.3195999,34.01012132,52.02126888,52.61600893,04-02-2010,Safe
State_16,District_73,134.9863043,56.91564095,44.29235609,17.79096456,301.4218218,41.07574993,225.5812449,116.8324966,23.78213205,189.1940763,14.72218029,69.60347322,97.19366972,05-08-2010,Critical
State_5,District_40,108.6564145,78.4654423,36.92985757,6.525178575,377.8924831,12.83165744,262.9923134,30.35501059,10.88621425,213.1903092,12.25099952,94.21424823,47.04644127,22-12-2011,Safe
State_3,District_17,125.1729499,31.83873179,26.32476227,12.19578247,285.7504133,36.4155301,139.1522282,26.31315403,31.42766915,74.18232504,26.47975958,17.91192842,62.10061525,03-11-2011,Safe
State_12,District_1,109.5768166,88.20462255,45.42479057,7.331786169,347.4420844,42.36779215,115.3493291,78.23398063,83.82491738,129.4496308,33.1566613,10.32588094,102.7489402,12-02-2011,Overexploited
State_20,District_89,130.9598928,76.87077733,18.87601843,29.09557902,306.6431511,36.9132676,286.6496432,77.93304411,28.83896344,182.2063136,25.70796453,5.208790693,134.6007786,03-06-2011,Overexploited
State_4,District_61,144.1925079,92.55542471,38.585651,8.377003656,265.5809083,29.8891678,231.5758751,136.4337399,31.67902573,170.2263495,33.10943081,43.60415829,89.27574269,26-09-2010,Critical
State_16,District_43,151.145571,30.58979032,45.2625382,8.794385246,172.5514586,48.01228055,104.9205333,36.39990252,21.69089241,187.5979862,30.60337505,62.31473673,118.6838318,30-09-2011,Overexploited
State_7,District_42,129.8721789,67.44116003,39.25266079,27.23941546,227.7992558,21.99753959,162.2708482,36.02691057,74.38925829,79.33684429,37.42828917,84.05533568,119.1978785,20-04-2011,Overexploited
State_13,District_25,158.2133101,67.9296468,37.89101676,28.59820709,390.3228475,10.7667155,249.1129424,39.16883806,16.22567715,51.65563599,35.98129724,68.26448823,106.3660138,21-11-2010,Overexploited
State_10,District_39,71.19170739,48.27685924,40.10553176,24.14572598,297.329615,27.27957486,186.7657477,23.86571397,39.80874721,231.6974472,26.96982813,20.83607891,51.9589839,22-12-2010,Safe
State_7,District_35,81.79737364,56.67731397,28.60220993,5.135123092,269.3186141,11.32047744,212.4880245,29.32512592,35.4248854,153.237817,26.99980962,46.17703664,132.6825178,31-03-2010,Overexploited
State_14,District_3,172.8102506,23.03852506,44.96682729,5.033656774,379.8869877,48.1574701,238.4420505,105.7830827,59.96437568,63.84170339,15.6311336,91.03463463,76.71583523,11-02-2010,Critical
State_5,District_44,98.37919668,79.66880309,18.13745901,14.45251924,275.9535343,18.39672183,205.5022972,76.10596279,75.73746385,204.556048,30.52954288,32.67410625,25.74739671,31-12-2010,Safe
State_3,District_51,53.43407375,63.94579835,15.09545664,8.58488425,257.8247555,41.55708096,185.0198305,119.2683987,57.95887912,231.2845861,33.48716513,49.87303651,51.79964711,02-11-2011,Safe
State_11,District_94,73.06867245,24.61928415,21.4203512,5.459653554,327.7932565,40.98288333,237.4035711,149.0377034,93.79233937,67.30397409,29.05957589,95.85653346,119.521286,21-07-2010,Overexploited
State_11,District_98,83.54216517,74.46047144,31.26309587,16.60166724,313.7996857,18.70915599,231.8907589,105.6745085,95.6298375,209.8307402,23.0282934,73.47080056,28.98733366,01-01-2011,Safe
State_18,District_12,193.5984332,57.34256618,30.42247182,28.57654744,157.9480025,34.84906122,207.4681,26.55922418,42.53187956,235.3095135,38.86594177,74.77403856,39.15737228,15-10-2010,Safe
State_15,District_19,135.9562143,22.75690075,42.82395031,13.09548937,241.3924824,11.92315874,139.9473533,33.59317242,79.99123386,236.4395521,12.98646579,25.23340044,110.2494861,26-08-2011,Overexploited
State_12,District_44,189.9096111,97.56861815,26.18274626,21.52851696,241.7546328,29.34298343,151.4530231,134.530531,76.49212449,231.1144216,46.57761479,41.46981183,136.0381027,26-04-2011,Overexploited
State_9,District_59,136.2745026,95.92897145,29.37377705,21.30588383,213.4673546,10.58588509,292.6096372,88.57447279,90.36681325,150.2126227,10.82573758,8.23421631,102.3851607,29-09-2011,Overexploited
State_10,District_49,121.903166,61.03219329,10.53470733,11.27700259,255.1880446,46.84575521,78.09648307,127.2288307,50.31492762,108.3664898,48.49400534,60.65258671,48.897837,16-05-2011,Safe
State_12,District_61,97.05915368,27.49379366,26.38956946,21.26063122,223.9322193,49.04344097,117.1262293,131.3596037,57.74258685,31.60001769,28.49422404,10.37301645,26.94378922,30-09-2011,Safe
State_17,District_17,140.9556417,80.36969773,35.91096932,10.30834936,159.8036468,18.89131067,173.1004398,140.5976904,47.41968822,43.40068991,26.50679776,83.59095822,99.96645573,21-02-2010,Critical
State_6,District_74,70.87970369,59.35448801,10.62033323,8.050185339,223.7099462,18.32424138,259.1824215,143.4777967,86.53392274,124.3445834,20.2577607,81.4553787,26.16181513,13-04-2010,Safe
State_7,District_57,184.7392441,44.19579826,21.23527861,22.53458214,121.6830843,40.14880706,90.91891593,92.12735355,30.67320838,117.8517522,10.40284539,53.36051011,99.65386675,27-12-2010,Critical
State_14,District_55,174.3998608,59.3134542,18.31825437,7.836020428,272.7357588,20.13517595,119.2386545,64.33262239,31.57381704,70.63706011,20.99161058,14.11660332,49.32539274,28-02-2011,Safe
State_13,District_47,97.62971718,61.79553163,11.67941716,29.92273046,356.0963647,45.80306237,66.44955445,145.0424337,43.53445932,117.0056062,14.37599702,2.55789832,137.6052881,30-11-2011,Overexploited
State_8,District_12,192.9196291,65.01693592,29.1704036,9.586310029,317.5861253,32.95716544,226.4963165,91.16283278,30.73085489,68.4230144,36.39283371,79.67086675,81.7620469,24-07-2010,Critical
State_10,District_62,173.7801151,55.29789709,17.26893173,19.85354657,208.118212,24.03110492,109.5523589,28.35285398,60.49061528,216.7340756,22.76299889,60.01404832,49.11199633,14-01-2010,Safe
State_9,District_80,149.9460329,68.46042425,39.72326159,15.28436429,126.1213617,43.30774985,147.1686877,103.5609515,22.10410958,95.60287313,40.68717314,71.09296367,130.9088912,08-09-2011,Overexploited
State_18,District_88,68.26428667,93.49877685,43.91711535,8.15966056,160.6448198,29.73626802,160.9253618,96.39901755,38.81675975,161.684157,18.27664749,30.38071257,53.0246018,21-09-2011,Safe
State_2,District_83,121.7351035,48.98144697,31.82340731,5.696097689,263.6471021,46.46531655,272.8284839,136.4530735,92.21002286,140.6254736,46.0093943,50.94827378,59.85787995,15-04-2011,Safe
State_5,District_8,125.9161332,78.05731706,49.2682937,20.56830706,162.117125,47.12056947,152.8325726,104.9143346,46.83029322,41.41405707,30.9192606,74.71741705,128.4561269,11-04-2011,Overexploited
State_5,District_95,84.88270375,91.55620455,28.01914286,25.16893909,263.1919334,16.61680609,86.30625498,65.37681518,77.34103448,237.2914183,14.58024786,46.25633083,60.14296387,31-10-2010,Safe
State_6,District_21,61.99480915,56.47834206,30.53472841,26.05039154,169.4797074,10.09293625,181.0787346,145.6093443,20.21159725,145.9897152,26.03380943,60.13842228,73.32129,28-08-2011,Critical
State_19,District_81,166.5085446,55.47646691,49.56871016,17.06783683,354.6771608,49.35723761,290.7394987,124.2105332,32.28080573,101.5126815,18.27042096,78.97282618,65.1965372,03-03-2011,Safe
State_8,District_87,68.30525782,68.16935883,19.26193744,24.43638668,219.1814419,46.24550145,201.9214103,101.9542904,82.66110591,64.78784532,17.98741705,21.52206453,35.13204132,18-10-2011,Safe
State_16,District_80,139.1436126,67.31254075,47.70183759,21.82117834,173.6651878,12.21780943,295.8468051,58.08027644,78.66936427,104.4758596,30.25478951,6.592888936,25.05645559,20-04-2010,Safe
State_13,District_70,190.4673761,84.52714739,11.7135022,23.10636319,343.6978541,43.32137056,260.2768272,68.56023852,44.75403267,34.51255267,36.87568063,53.18235108,114.1902876,06-11-2011,Overexploited
State_1,District_72,181.4157789,58.1186707,27.85547561,17.31497513,202.8516894,28.3121973,58.99143905,107.0960901,95.89572118,109.9827942,46.46472822,6.212577072,103.8678261,19-07-2011,Overexploited
State_20,District_25,91.66289356,99.68983597,12.80014049,20.83529351,133.4463064,20.3584642,214.5998988,29.3575064,91.95787143,146.926904,30.08648043,76.65572944,56.70758878,30-05-2011,Safe
State_17,District_82,177.7172956,24.75772551,39.16938972,25.13814784,271.1228474,45.14986095,121.6917194,53.36847691,96.60706742,221.8105741,48.633551,71.92114476,58.42788625,09-03-2010,Safe
State_7,District_89,50.04987592,20.25342789,34.33635744,14.94710439,274.4692613,17.8666893,189.9042139,112.8071213,48.51232212,181.2223719,47.66539408,88.17126715,142.8507518,03-09-2010,Overexploited
State_13,District_12,52.65317144,71.21586492,38.26537054,25.14947252,314.4087026,47.89199998,119.8362977,82.40240628,27.77262253,54.54810889,44.6025012,63.9562098,148.3972465,24-01-2011,Overexploited
State_4,District_15,140.3829746,43.87479299,24.979216,19.80042107,172.06583,18.22485951,137.2176042,72.31116343,66.39927752,62.50419138,29.9990906,6.719757075,81.54653742,12-10-2011,Critical
State_4,District_59,104.7197329,39.2305911,24.77927736,9.147525609,233.1314017,34.54732751,280.7921779,39.68949091,71.62958425,124.1871409,15.63615775,25.31521255,124.3187269,04-11-2010,Overexploited
State_6,District_26,107.9691262,44.9519264,11.81277116,5.617103931,184.7103757,18.92345338,101.6607962,77.44037448,21.2897606,73.05570536,18.71617879,80.79318446,115.7691639,18-12-2010,Overexploited
State_19,District_26,134.6661636,40.48380521,23.99779758,14.06884001,124.2861208,31.8267466,268.5272795,120.1899562,80.78347309,36.12695107,35.90680011,16.71324173,58.65130224,07-03-2010,Safe
State_12,District_47,78.76736834,22.46320397,47.17153609,18.66740821,362.9841481,37.3590052,57.61445202,54.32166999,11.62541978,207.1032736,26.87019921,69.84804678,27.61315237,05-04-2011,Safe
State_7,District_32,81.7633026,97.72264339,25.16906149,25.99550881,318.6609413,17.60911723,72.71913459,20.70181048,53.44555487,34.29496555,15.87206527,78.02593309,38.53231343,13-12-2010,Safe
State_10,District_10,122.6902381,37.65963908,43.25470825,8.187142004,190.4389178,30.83543131,263.6687603,106.9056371,39.79146335,212.7517131,29.15975735,33.01117979,128.9782352,21-11-2010,Overexploited
State_19,District_16,163.1380317,78.72238101,43.69302019,25.00515869,279.8118979,28.76238978,207.6390077,146.4414586,76.62727539,61.70287187,10.69722182,32.22974734,115.0577966,29-10-2011,Overexploited
State_7,District_71,142.9246627,81.00771158,24.92964626,26.57522615,160.3791364,12.84149686,236.8090345,98.88745327,38.14846547,244.4292504,39.35581484,55.78026812,106.3635298,22-08-2011,Overexploited
State_3,District_17,94.60325724,94.34059184,35.27954722,8.767187175,367.0709865,42.73231271,102.3544177,35.58984166,84.41264015,162.8522606,12.94325178,86.12863328,36.98434812,02-02-2010,Safe
State_13,District_23,114.5505766,22.44395657,13.81486409,26.28985798,134.471903,23.42729603,184.2708639,61.695302,63.54581399,191.6962538,35.1645448,22.39062019,103.1909894,09-03-2010,Overexploited
State_13,District_26,75.59971378,89.76386708,14.14714323,29.7863392,101.1511437,32.9832879,234.3048059,132.7934099,81.45040256,54.30639815,41.72041231,94.1258196,120.3798031,06-07-2010,Overexploited
State_18,District_85,61.19447215,62.17809447,11.94630655,23.17097078,250.6024593,30.5913694,206.8285343,50.23384965,99.04065741,219.6628962,15.30575498,59.91186848,131.8782275,11-07-2010,Overexploited
State_20,District_86,167.4044061,70.6035288,33.24060374,24.61924205,274.938347,30.53042018,167.9246917,99.00046745,71.12425112,214.6223154,30.74554763,99.21264714,21.7200663,01-08-2010,Safe
State_8,District_7,89.80811138,71.55762217,27.04283911,29.86038169,273.6895961,14.28889577,289.9459466,72.34725707,98.64552847,173.6584009,41.16270057,8.9613724,108.9817632,23-08-2011,Overexploited
State_9,District_14,76.66495818,85.5838244,31.92129427,20.13703126,116.3535782,26.93928037,219.0393334,47.01968378,12.59526942,140.5004702,20.42533819,12.65621365,22.48269523,04-03-2011,Safe
State_7,District_79,153.7427083,46.67258577,30.84292762,12.69715955,194.2131421,28.09467037,276.9377001,125.7428962,40.43259896,188.7276181,16.51666372,82.66418037,111.8934699,17-12-2010,Overexploited
State_1,District_7,142.7077511,78.64409519,24.00811964,25.93827085,249.7596841,39.34571361,232.4426279,116.5680659,19.70679381,31.30420737,23.47276444,86.47558956,102.6307774,18-04-2010,Overexploited
State_3,District_9,144.9784439,62.28624878,37.09893659,20.36214444,164.9737557,43.60075328,233.8658821,106.0068386,33.60744382,160.3369662,32.18796706,44.54586884,39.28522218,28-08-2010,Safe
State_13,District_48,84.33419073,83.47152114,40.34007524,19.52988559,361.7877656,31.79929112,70.00456744,50.72375673,85.49991092,216.4293497,33.01118379,71.40711761,119.5958277,04-08-2010,Overexploited
State_17,District_72,84.89683078,99.24368262,10.58513036,11.34088889,126.1327868,13.47131816,139.8661555,32.72141035,12.90909388,108.5179752,15.23505334,86.75572874,28.88519036,26-06-2010,Safe
State_1,District_59,83.12039447,36.05208139,18.28969199,23.90835674,246.2153325,19.47397882,264.5923517,94.90071288,56.81646422,53.82365843,28.30275391,4.312778822,127.4318406,19-07-2011,Overexploited
State_6,District_87,76.06288935,99.57189132,38.52943472,7.041681897,307.4248173,16.59736107,108.1509655,91.97811836,61.04158368,122.5929949,20.73128782,57.3950423,54.05080183,26-11-2010,Safe
State_6,District_93,148.3585509,27.18497234,25.46480691,28.10717677,178.52533,14.98460253,78.87646654,44.49005121,60.5036032,189.9629788,43.68096872,85.34806665,109.5507421,15-07-2011,Overexploited
State_12,District_82,177.2023828,20.18540383,36.49935788,13.14558652,287.2722211,24.63597194,131.5265142,27.31207026,52.77673664,53.60626628,22.54300528,39.81549446,140.0796143,18-09-2011,Overexploited
State_13,District_95,158.6476205,23.53295489,23.87850639,8.19436632,348.815545,19.17574009,105.1094712,30.49209905,81.15426683,75.33068325,43.54818098,30.23836061,64.17751321,26-03-2011,Safe
State_13,District_94,168.8140451,47.34259238,25.63020609,16.05916333,157.1010925,18.73212447,281.3220487,149.0602282,22.01887806,62.4614063,27.1425845,79.57066851,85.37623013,30-08-2011,Critical
State_15,District_39,110.7197644,70.63250645,16.34715495,6.061747731,375.1661775,12.18772698,266.9916605,121.8659063,37.9519314,205.3285062,39.06343063,33.57865835,80.20534441,23-03-2011,Critical
State_16,District_99,148.1113693,25.52236327,20.32924079,22.11565486,266.0675598,10.70680179,174.9208076,139.8583719,65.41534481,43.83637694,30.40240914,0.317429818,40.48947538,21-06-2011,Safe
State_11,District_18,103.1354361,20.45326516,34.2164703,27.56763776,189.7696013,14.11072971,65.33596862,45.35711389,72.18562296,181.0490305,34.87850497,95.95725876,96.74056136,06-10-2011,Critical
State_5,District_59,128.8256933,94.96728228,27.32652445,25.93157518,229.2574826,16.88789918,228.6405865,144.8739097,46.37335886,110.6205226,25.81426043,59.21232364,116.5902494,28-06-2010,Overexploited
State_4,District_17,122.245227,85.75413088,40.97210732,8.184236836,193.6575651,27.23934915,205.8529328,38.54506569,88.7834137,196.2740734,40.72827071,81.95179187,139.1937278,30-01-2011,Overexploited
State_3,District_14,76.53307177,84.73465369,44.1033982,8.156778428,317.533348,30.42081045,292.6386677,86.18063771,47.3944057,242.1643521,27.00757534,82.53015623,130.6043382,25-05-2010,Overexploited
State_19,District_31,108.0618141,90.75394204,31.66585673,25.33586206,338.890199,15.62367673,189.7383101,127.860439,46.24985209,55.19996591,28.29846586,6.641042037,86.30251936,17-07-2010,Critical
